1.000000000000000000e+00 4.637669999999999959e+01 5.575260000000000000e+07 9.474332567159778542e-12
2.000000000000000000e+00 3.322310000000000230e+01 9.081120000000000000e+07 1.566523924195922846e-11
3.000000000000000000e+00 2.652939999999999898e+01 1.258700000000000000e+08 1.587719449196419914e-11
4.000000000000000000e+00 2.236970000000000169e+01 1.609280000000000000e+08 1.461122382222109623e-11
5.000000000000000000e+00 1.949210000000000065e+01 1.959860000000000000e+08 1.371410698989187341e-11
6.000000000000000000e+00 1.736260000000000048e+01 2.310430000000000000e+08 1.483455344592295157e-11
7.000000000000000000e+00 1.571189999999999998e+01 2.661010000000000000e+08 1.057143885382153463e-11
8.000000000000000000e+00 1.438809999999999967e+01 3.011580000000000000e+08 1.020704378037574972e-11
9.000000000000000000e+00 1.329860000000000042e+01 3.362140000000000000e+08 1.530579296649924140e-11
1.000000000000000000e+01 1.238339999999999996e+01 3.712700000000000000e+08 1.083216253133203690e-11
1.100000000000000000e+01 1.160180000000000078e+01 4.063250000000000000e+08 5.510264201354361629e-12
1.200000000000000000e+01 1.092500000000000071e+01 4.413800000000000000e+08 2.287575179870903863e+00
1.300000000000000000e+01 1.033230000000000004e+01 4.764330000000000000e+08 1.761589877592294329e+01
1.400000000000000000e+01 9.808030000000000470e+00 5.114860000000000000e+08 3.140486166912700838e+01
1.500000000000000000e+01 9.340419999999999945e+00 5.465390000000000000e+08 6.491715959879263664e+01
1.600000000000000000e+01 8.920249999999999346e+00 5.815900000000000000e+08 1.344957448827594533e+02
1.700000000000000000e+01 8.540259999999999962e+00 6.166410000000000000e+08 1.510275486733044090e+02
1.800000000000000000e+01 8.194620000000000459e+00 6.516900000000000000e+08 2.476213721225442441e+02
1.900000000000000000e+01 7.878610000000000113e+00 6.867380000000000000e+08 3.428119938394346491e+02
2.000000000000000000e+01 7.588379999999999903e+00 7.217860000000000000e+08 4.011969053250612660e+02
2.100000000000000000e+01 7.320700000000000429e+00 7.568320000000000000e+08 4.897153599937412878e+02
2.200000000000000000e+01 7.072899999999999743e+00 7.918770000000000000e+08 6.539652548271301384e+02
2.300000000000000000e+01 6.842699999999999783e+00 8.269200000000000000e+08 7.200206095731566620e+02
2.400000000000000000e+01 6.628199999999999648e+00 8.619630000000000000e+08 1.075790529915016805e+03
2.500000000000000000e+01 6.427730000000000388e+00 8.970040000000000000e+08 1.575695551514514818e+03
2.600000000000000000e+01 6.239889999999999937e+00 9.320430000000000000e+08 1.668479128671932131e+03
2.700000000000000000e+01 6.063449999999999562e+00 9.670810000000000000e+08 1.663049312146191824e+03
2.800000000000000000e+01 5.897330000000000183e+00 1.002120000000000000e+09 1.801709365927735917e+03
2.900000000000000000e+01 5.740610000000000213e+00 1.037150000000000000e+09 2.088343966914369503e+03
3.000000000000000000e+01 5.592450000000000365e+00 1.072190000000000000e+09 2.367387819222057715e+03
3.100000000000000000e+01 5.452130000000000365e+00 1.107220000000000000e+09 2.805129015048862129e+03
3.200000000000000000e+01 5.318999999999999950e+00 1.142250000000000000e+09 3.357893355365674324e+03
3.300000000000000000e+01 5.192490000000000272e+00 1.177270000000000000e+09 4.355406115295889322e+03
3.400000000000000000e+01 5.072090000000000209e+00 1.212300000000000000e+09 4.977590638805757408e+03
3.500000000000000000e+01 4.957340000000000302e+00 1.247320000000000000e+09 4.645830248416275936e+03
